Va,x_cm,psi_V,n_cm-3,p_cm-3,phin_V,phip_V
0.448276,4.933821e-07,0.654791,1.000000e+21,3.378612e+06,0.000000,0.448159
0.448276,5.236314e-07,0.654791,1.000000e+21,3.377695e+06,0.000000,0.448152
0.448276,5.556958e-07,0.654791,1.000000e+21,3.376722e+06,0.000000,0.448144
0.448276,5.896840e-07,0.654791,1.000000e+21,3.375692e+06,0.000000,0.448137
0.448276,6.257114e-07,0.654791,1.000000e+21,3.374600e+06,0.000000,0.448128
0.448276,6.639006e-07,0.654791,1.000000e+21,3.373443e+06,0.000000,0.448119
0.448276,7.043810e-07,0.654791,1.000000e+21,3.372217e+06,0.000000,0.448110
0.448276,7.472904e-07,0.654791,1.000000e+21,3.370918e+06,0.000000,0.448100
0.448276,7.927742e-07,0.654791,1.000000e+21,3.369541e+06,0.000000,0.448089
0.448276,8.409871e-07,0.654791,1.000000e+21,3.368082e+06,0.000000,0.448078
0.448276,8.920928e-07,0.654791,1.000000e+21,3.366537e+06,0.000000,0.448066
0.448276,9.462648e-07,0.654791,1.000000e+21,3.364900e+06,0.000000,0.448054
0.448276,1.003687e-06,0.654791,1.000000e+21,3.363165e+06,0.000000,0.448040
0.448276,1.064555e-06,0.654791,1.000000e+21,3.361327e+06,0.000000,0.448026
0.448276,1.129075e-06,0.654791,1.000000e+21,3.359380e+06,0.000000,0.448011
0.448276,1.197465e-06,0.654791,1.000000e+21,3.357317e+06,0.000000,0.447995
0.448276,1.269960e-06,0.654791,1.000000e+21,3.355133e+06,0.000000,0.447979
0.448276,1.346804e-06,0.654791,1.000000e+21,3.352818e+06,0.000000,0.447961
0.448276,1.428258e-06,0.654791,1.000000e+21,3.350366e+06,0.000000,0.447942
0.448276,1.514600e-06,0.654791,1.000000e+21,3.347770e+06,0.000000,0.447922
0.448276,1.606123e-06,0.654791,1.000000e+21,3.345019e+06,0.000000,0.447901
0.448276,1.703137e-06,0.654791,1.000000e+21,3.342106e+06,0.000000,0.447878
0.448276,1.805971e-06,0.654791,1.000000e+21,3.339021e+06,0.000000,0.447854
0.448276,1.914976e-06,0.654791,1.000000e+21,3.335754e+06,0.000000,0.447829
0.448276,2.030521e-06,0.654791,1.000000e+21,3.332295e+06,0.000000,0.447802
0.448276,2.152999e-06,0.654791,1.000000e+21,3.328632e+06,0.000000,0.447774
0.448276,2.282825e-06,0.654791,1.000000e+21,3.324753e+06,0.000000,0.447743
0.448276,2.420441e-06,0.654791,1.000000e+21,3.320647e+06,0.000000,0.447712
0.448276,2.566314e-06,0.654791,1.000000e+21,3.316300e+06,0.000000,0.447678
0.448276,2.720939e-06,0.654791,1.000000e+21,3.311698e+06,0.000000,0.447642
0.448276,2.884842e-06,0.654791,1.000000e+21,3.306827e+06,0.000000,0.447604
0.448276,3.058579e-06,0.654791,1.000000e+21,3.301672e+06,0.000000,0.447563
0.448276,3.242740e-06,0.654791,1.000000e+21,3.296216e+06,0.000000,0.447521
